homestatecode,salestatecode,month,year,txn_count,salestatename,homestatename
05,32,6,2024,4,KERALA,UTTARAKHAND
06,32,6,2024,11,KERALA,HARYANA
08,33,6,2024,55,TAMIL NADU,RAJASTHAN
10,33,6,2024,1515,TAMIL NADU,BIHAR
27,33,6,2024,6,TAMIL NADU,MAHARASHTRA
19,35,6,2024,6,ANDAMAN AND NICOBAR ISLANDS,WEST BENGAL
20,35,6,2024,1,ANDAMAN AND NICOBAR ISLANDS,JHARKHAND
33,35,6,2024,2,ANDAMAN AND NICOBAR ISLANDS,TAMIL NADU
05,36,6,2024,1,TELANGANA,UTTARAKHAND
07,36,6,2024,12,TELANGANA,DELHI
27,36,6,2024,1193,TELANGANA,MAHARASHTRA
28,36,6,2024,2288,TELANGANA,ANDHRA PRADESH
33,36,6,2024,10,TELANGANA,TAMIL NADU
19,38,6,2024,38,Dadar & Nagar Haveli & Daman & Diu,WEST BENGAL
24,38,6,2024,855,Dadar & Nagar Haveli & Daman & Diu,GUJARAT
29,38,6,2024,2,Dadar & Nagar Haveli & Daman & Diu,KARNATAKA
05,01,7,2024,11,JAMMU AND KASHMIR,UTTARAKHAND
06,01,7,2024,42,JAMMU AND KASHMIR,HARYANA
20,01,7,2024,34,JAMMU AND KASHMIR,JHARKHAND
02,03,7,2024,2,PUNJAB,HIMACHAL PRADESH
18,03,7,2024,5,PUNJAB,ASSAM
06,04,7,2024,2,CHANDIGARH,HARYANA
07,05,7,2024,168,UTTARAKHAND,DELHI
08,05,7,2024,20,UTTARAKHAND,RAJASTHAN
09,05,7,2024,9468,UTTARAKHAND,UTTAR PRADESH
20,05,7,2024,3,UTTARAKHAND,JHARKHAND
22,05,7,2024,17,UTTARAKHAND,CHHATTISGARH
33,05,7,2024,1,UTTARAKHAND,TAMIL NADU
02,06,7,2024,9,HARYANA,HIMACHAL PRADESH
18,06,7,2024,27,HARYANA,ASSAM
24,06,7,2024,19,HARYANA,GUJARAT
09,07,7,2024,153853,DELHI,UTTAR PRADESH
19,07,7,2024,1814,DELHI,WEST BENGAL
09,08,7,2024,911,RAJASTHAN,UTTAR PRADESH
18,09,7,2024,7,UTTAR PRADESH,ASSAM
23,09,7,2024,207,UTTAR PRADESH,MADHYA PRADESH
27,09,7,2024,402,UTTAR PRADESH,MAHARASHTRA
02,10,7,2024,1,BIHAR,HIMACHAL PRADESH
08,10,7,2024,93,BIHAR,RAJASTHAN
22,10,7,2024,124,BIHAR,CHHATTISGARH
18,11,7,2024,1,SIKKIM,ASSAM
23,11,7,2024,1,SIKKIM,MADHYA PRADESH
22,16,7,2024,1,TRIPURA,CHHATTISGARH
08,18,7,2024,1,ASSAM,RAJASTHAN
29,18,7,2024,1,ASSAM,KARNATAKA
09,19,7,2024,186,WEST BENGAL,UTTAR PRADESH
27,19,7,2024,10,WEST BENGAL,MAHARASHTRA
07,20,7,2024,47,JHARKHAND,DELHI
19,20,7,2024,4,JHARKHAND,WEST BENGAL
27,20,7,2024,13,JHARKHAND,MAHARASHTRA
18,22,7,2024,4,CHHATTISGARH,ASSAM
06,23,7,2024,70,MADHYA PRADESH,HARYANA
07,23,7,2024,113,MADHYA PRADESH,DELHI
19,23,7,2024,2,MADHYA PRADESH,WEST BENGAL
22,23,7,2024,238,MADHYA PRADESH,CHHATTISGARH
06,24,7,2024,159,GUJARAT,HARYANA
23,24,7,2024,3657,GUJARAT,MADHYA PRADESH
27,24,7,2024,566,GUJARAT,MAHARASHTRA
29,24,7,2024,8,GUJARAT,KARNATAKA
05,27,7,2024,48,MAHARASHTRA,UTTARAKHAND
23,27,7,2024,874,MAHARASHTRA,MADHYA PRADESH
29,27,7,2024,249,MAHARASHTRA,KARNATAKA
06,28,7,2024,4,ANDHRA PRADESH,HARYANA
07,29,7,2024,2,KARNATAKA,DELHI
19,29,7,2024,2,KARNATAKA,WEST BENGAL
24,29,7,2024,1,KARNATAKA,GUJARAT
33,29,7,2024,5,KARNATAKA,TAMIL NADU
05,30,7,2024,5,GOA,UTTARAKHAND
09,30,7,2024,521,GOA,UTTAR PRADESH
19,30,7,2024,16,GOA,WEST BENGAL
22,30,7,2024,22,GOA,CHHATTISGARH
10,32,3,2025,1112,KERALA,BIHAR
18,32,3,2025,347,KERALA,ASSAM
33,32,3,2025,72,KERALA,TAMIL NADU
36,32,3,2025,7,KERALA,TELANGANA
06,33,3,2025,1,TAMIL NADU,HARYANA
19,35,3,2025,7,ANDAMAN AND NICOBAR ISLANDS,WEST BENGAL
05,36,3,2025,4,TELANGANA,UTTARAKHAND
07,36,3,2025,15,TELANGANA,DELHI
10,36,3,2025,1514,TELANGANA,BIHAR
18,36,3,2025,9,TELANGANA,ASSAM
24,36,3,2025,11,TELANGANA,GUJARAT
28,36,3,2025,2220,TELANGANA,ANDHRA PRADESH
06,38,3,2025,12,DADAR & NAGAR HAVELI & DAMAN & DIU,HARYANA
16,38,3,2025,1,DADAR & NAGAR HAVELI & DAMAN & DIU,TRIPURA
21,38,3,2025,11,DADAR & NAGAR HAVELI & DAMAN & DIU,ODISHA
24,38,3,2025,625,DADAR & NAGAR HAVELI & DAMAN & DIU,GUJARAT
08,01,4,2025,8,JAMMU AND KASHMIR,RAJASTHAN
19,01,4,2025,20,JAMMU AND KASHMIR,WEST BENGAL
06,02,4,2025,145,HIMACHAL PRADESH,HARYANA
21,02,4,2025,3,HIMACHAL PRADESH,ODISHA
27,02,4,2025,1,HIMACHAL PRADESH,MAHARASHTRA
08,03,4,2025,2,PUNJAB,RAJASTHAN
23,03,4,2025,13,PUNJAB,MADHYA PRADESH
19,05,4,2025,3,UTTARAKHAND,WEST BENGAL
01,06,4,2025,3,HARYANA,JAMMU AND KASHMIR
20,06,4,2025,368,HARYANA,JHARKHAND
24,06,4,2025,12,HARYANA,GUJARAT
27,06,4,2025,18,HARYANA,MAHARASHTRA
02,07,4,2025,51,DELHI,HIMACHAL PRADESH
05,07,4,2025,5573,DELHI,UTTARAKHAND
13,07,4,2025,3,DELHI,NAGALAND
27,07,4,2025,213,DELHI,MAHARASHTRA
05,08,4,2025,4,RAJASTHAN,UTTARAKHAND
18,08,4,2025,12,RAJASTHAN,ASSAM
24,08,4,2025,89,RAJASTHAN,GUJARAT
18,09,4,2025,31,UTTAR PRADESH,ASSAM
09,10,4,2025,3334,BIHAR,UTTAR PRADESH
18,10,4,2025,174,BIHAR,ASSAM
19,10,4,2025,404,BIHAR,WEST BENGAL
21,10,4,2025,26,BIHAR,ODISHA
20,11,4,2025,1,SIKKIM,JHARKHAND
21,11,4,2025,1,SIKKIM,ODISHA
18,16,4,2025,24,TRIPURA,ASSAM
10,17,4,2025,2,MEGHALAYA,BIHAR
27,18,4,2025,1,ASSAM,MAHARASHTRA
29,18,4,2025,1,ASSAM,KARNATAKA
10,19,4,2025,6160,WEST BENGAL,BIHAR
27,19,4,2025,15,WEST BENGAL,MAHARASHTRA
09,20,4,2025,152,JHARKHAND,UTTAR PRADESH
06,23,4,2025,174,MADHYA PRADESH,HARYANA
18,23,4,2025,4,MADHYA PRADESH,ASSAM
21,23,4,2025,6,MADHYA PRADESH,ODISHA
24,23,4,2025,48,MADHYA PRADESH,GUJARAT
28,23,4,2025,4,MADHYA PRADESH,ANDHRA PRADESH
08,24,4,2025,1244,GUJARAT,RAJASTHAN
10,24,4,2025,7301,GUJARAT,BIHAR
28,24,4,2025,5,GUJARAT,ANDHRA PRADESH
05,27,4,2025,60,MAHARASHTRA,UTTARAKHAND
10,27,4,2025,25919,MAHARASHTRA,BIHAR
21,30,4,2025,2,GOA,ODISHA
23,32,4,2025,184,KERALA,MADHYA PRADESH
29,32,4,2025,245,KERALA,KARNATAKA
01,33,4,2025,1,TAMIL NADU,JAMMU AND KASHMIR
10,35,4,2025,18,ANDAMAN AND NICOBAR ISLANDS,BIHAR
08,36,4,2025,41,TELANGANA,RAJASTHAN
23,36,4,2025,224,TELANGANA,MADHYA PRADESH
27,37,4,2025,1,LADAKH,MAHARASHTRA
23,38,4,2025,685,DADAR & NAGAR HAVELI & DAMAN & DIU,MADHYA PRADESH
27,38,4,2025,490,DADAR & NAGAR HAVELI & DAMAN & DIU,MAHARASHTRA
29,38,4,2025,5,DADAR & NAGAR HAVELI & DAMAN & DIU,KARNATAKA
08,01,5,2025,7,JAMMU AND KASHMIR,RAJASTHAN
09,01,5,2025,2793,JAMMU AND KASHMIR,UTTAR PRADESH
03,02,5,2025,4,HIMACHAL PRADESH,PUNJAB
20,02,5,2025,91,HIMACHAL PRADESH,JHARKHAND
21,02,5,2025,3,HIMACHAL PRADESH,ODISHA
10,03,5,2025,2658,PUNJAB,BIHAR
20,03,5,2025,33,PUNJAB,JHARKHAND
09,04,5,2025,7,CHANDIGARH,UTTAR PRADESH
06,05,5,2025,151,UTTARAKHAND,HARYANA
05,06,5,2025,250,HARYANA,UTTARAKHAND
10,06,5,2025,38889,HARYANA,BIHAR
18,06,5,2025,28,HARYANA,ASSAM
20,06,5,2025,465,HARYANA,JHARKHAND
02,07,5,2025,49,DELHI,HIMACHAL PRADESH
20,07,5,2025,3816,DELHI,JHARKHAND
21,07,5,2025,244,DELHI,ODISHA
27,07,5,2025,26,DELHI,MAHARASHTRA
29,07,5,2025,1,DELHI,KARNATAKA
05,08,5,2025,4,RAJASTHAN,UTTARAKHAND
06,08,5,2025,1186,RAJASTHAN,HARYANA
28,08,5,2025,10,RAJASTHAN,ANDHRA PRADESH
06,09,5,2025,2789,UTTAR PRADESH,HARYANA
19,09,5,2025,25,UTTAR PRADESH,WEST BENGAL
20,09,5,2025,273,UTTAR PRADESH,JHARKHAND
24,09,5,2025,189,UTTAR PRADESH,GUJARAT
30,09,5,2025,1,UTTAR PRADESH,GOA
03,10,5,2025,376,BIHAR,PUNJAB
29,10,5,2025,18,BIHAR,KARNATAKA
06,11,5,2025,2,SIKKIM,HARYANA
10,16,5,2025,26,TRIPURA,BIHAR
19,16,5,2025,1,TRIPURA,WEST BENGAL
19,17,5,2025,1,MEGHALAYA,WEST BENGAL
10,18,5,2025,75,ASSAM,BIHAR
07,20,5,2025,35,JHARKHAND,DELHI
08,20,5,2025,2,JHARKHAND,RAJASTHAN
21,20,5,2025,2,JHARKHAND,ODISHA
24,22,5,2025,1,CHHATTISGARH,GUJARAT
27,22,5,2025,1,CHHATTISGARH,MAHARASHTRA
03,23,5,2025,4,MADHYA PRADESH,PUNJAB
20,23,5,2025,86,MADHYA PRADESH,JHARKHAND
21,23,5,2025,6,MADHYA PRADESH,ODISHA
24,23,5,2025,35,MADHYA PRADESH,GUJARAT
28,23,5,2025,8,MADHYA PRADESH,ANDHRA PRADESH
06,24,5,2025,195,GUJARAT,HARYANA
07,24,5,2025,74,GUJARAT,DELHI
27,24,5,2025,10,GUJARAT,MAHARASHTRA
38,24,5,2025,7,GUJARAT,DADAR & NAGAR HAVELI & DAMAN & DIU
07,27,5,2025,90,MAHARASHTRA,DELHI
24,27,5,2025,271,MAHARASHTRA,GUJARAT
10,28,5,2025,3,ANDHRA PRADESH,BIHAR
07,29,5,2025,1,KARNATAKA,DELHI
18,29,5,2025,7,KARNATAKA,ASSAM
21,29,5,2025,1,KARNATAKA,ODISHA
08,30,5,2025,12,GOA,RAJASTHAN
27,30,5,2025,2,GOA,MAHARASHTRA
10,32,5,2025,1022,KERALA,BIHAR
19,32,5,2025,162,KERALA,WEST BENGAL
30,32,5,2025,1,KERALA,GOA
29,33,5,2025,1,TAMIL NADU,KARNATAKA
28,35,5,2025,1,ANDAMAN AND NICOBAR ISLANDS,ANDHRA PRADESH
10,36,5,2025,379,TELANGANA,BIHAR
18,36,5,2025,7,TELANGANA,ASSAM
28,36,5,2025,1192,TELANGANA,ANDHRA PRADESH
10,38,5,2025,4325,DADAR & NAGAR HAVELI & DAMAN & DIU,BIHAR
21,38,5,2025,21,DADAR & NAGAR HAVELI & DAMAN & DIU,ODISHA
23,38,5,2025,705,DADAR & NAGAR HAVELI & DAMAN & DIU,MADHYA PRADESH
24,38,5,2025,353,DADAR & NAGAR HAVELI & DAMAN & DIU,GUJARAT
06,01,6,2025,12,JAMMU AND KASHMIR,HARYANA
18,01,6,2025,5,JAMMU AND KASHMIR,ASSAM
09,03,6,2025,1054,PUNJAB,UTTAR PRADESH
10,03,6,2025,3251,PUNJAB,BIHAR
23,03,6,2025,63,PUNJAB,MADHYA PRADESH
18,05,6,2025,11,UTTARAKHAND,ASSAM
19,05,6,2025,4,UTTARAKHAND,WEST BENGAL
27,05,6,2025,8,UTTARAKHAND,MAHARASHTRA
20,06,6,2025,465,HARYANA,JHARKHAND
28,06,6,2025,2,HARYANA,ANDHRA PRADESH
29,06,6,2025,1,HARYANA,KARNATAKA
18,07,6,2025,578,DELHI,ASSAM
28,07,6,2025,36,DELHI,ANDHRA PRADESH
20,08,6,2025,102,RAJASTHAN,JHARKHAND
06,09,6,2025,2884,UTTAR PRADESH,HARYANA
36,09,6,2025,1,UTTAR PRADESH,TELANGANA
18,10,6,2025,149,BIHAR,ASSAM
38,10,6,2025,3,BIHAR,DADAR & NAGAR HAVELI & DAMAN & DIU
09,11,6,2025,1,SIKKIM,UTTAR PRADESH
09,16,6,2025,1,TRIPURA,UTTAR PRADESH
10,17,6,2025,5,MEGHALAYA,BIHAR
18,17,6,2025,10,MEGHALAYA,ASSAM
10,18,6,2025,32,ASSAM,BIHAR
06,19,6,2025,26,WEST BENGAL,HARYANA
08,19,6,2025,2,WEST BENGAL,RAJASTHAN
23,19,6,2025,9,WEST BENGAL,MADHYA PRADESH
06,20,6,2025,33,JHARKHAND,HARYANA
24,20,6,2025,1,JHARKHAND,GUJARAT
09,22,6,2025,77,CHHATTISGARH,UTTAR PRADESH
18,22,6,2025,1,CHHATTISGARH,ASSAM
20,22,6,2025,7,CHHATTISGARH,JHARKHAND
27,22,6,2025,6,CHHATTISGARH,MAHARASHTRA
18,23,6,2025,3,MADHYA PRADESH,ASSAM
07,24,6,2025,48,GUJARAT,DELHI
29,24,6,2025,7,GUJARAT,KARNATAKA
10,27,6,2025,16390,MAHARASHTRA,BIHAR
24,27,6,2025,118,MAHARASHTRA,GUJARAT
28,27,6,2025,36,MAHARASHTRA,ANDHRA PRADESH
08,28,6,2025,1,ANDHRA PRADESH,RAJASTHAN
23,28,6,2025,6,ANDHRA PRADESH,MADHYA PRADESH
06,29,6,2025,3,KARNATAKA,HARYANA
10,29,6,2025,150,KARNATAKA,BIHAR
18,29,6,2025,13,KARNATAKA,ASSAM
24,29,6,2025,2,KARNATAKA,GUJARAT
27,29,6,2025,10,KARNATAKA,MAHARASHTRA
20,30,6,2025,86,GOA,JHARKHAND
29,30,6,2025,235,GOA,KARNATAKA
06,32,6,2025,16,KERALA,HARYANA
08,32,6,2025,22,KERALA,RAJASTHAN
10,32,6,2025,813,KERALA,BIHAR
18,32,6,2025,460,KERALA,ASSAM
30,32,6,2025,1,KERALA,GOA
19,35,6,2025,4,ANDAMAN AND NICOBAR ISLANDS,WEST BENGAL
18,36,6,2025,30,TELANGANA,ASSAM
29,36,6,2025,318,TELANGANA,KARNATAKA
08,37,6,2025,3,LADAKH,RAJASTHAN
06,38,6,2025,8,DADAR & NAGAR HAVELI & DAMAN & DIU,HARYANA
08,38,6,2025,39,DADAR & NAGAR HAVELI & DAMAN & DIU,RAJASTHAN
27,38,6,2025,814,DADAR & NAGAR HAVELI & DAMAN & DIU,MAHARASHTRA
29,38,6,2025,2,DADAR & NAGAR HAVELI & DAMAN & DIU,KARNATAKA
05,01,7,2025,2,JAMMU AND KASHMIR,UTTARAKHAND
08,01,7,2025,1,JAMMU AND KASHMIR,RAJASTHAN
10,01,7,2025,1549,JAMMU AND KASHMIR,BIHAR
19,01,7,2025,2,JAMMU AND KASHMIR,WEST BENGAL
10,02,7,2025,4531,HIMACHAL PRADESH,BIHAR
19,02,7,2025,13,HIMACHAL PRADESH,WEST BENGAL
06,03,7,2025,36,PUNJAB,HARYANA
07,03,7,2025,9,PUNJAB,DELHI
19,03,7,2025,1,PUNJAB,WEST BENGAL
06,05,7,2025,165,UTTARAKHAND,HARYANA
23,05,7,2025,61,UTTARAKHAND,MADHYA PRADESH
07,06,7,2025,760,HARYANA,DELHI
08,06,7,2025,1720,HARYANA,RAJASTHAN
10,06,7,2025,32793,HARYANA,BIHAR
05,07,7,2025,6752,DELHI,UTTARAKHAND
23,07,7,2025,25636,DELHI,MADHYA PRADESH
24,07,7,2025,80,DELHI,GUJARAT
38,07,7,2025,1,DELHI,DADAR & NAGAR HAVELI & DAMAN & DIU
19,08,7,2025,36,RAJASTHAN,WEST BENGAL
28,08,7,2025,7,RAJASTHAN,ANDHRA PRADESH
03,09,7,2025,66,UTTAR PRADESH,PUNJAB
06,09,7,2025,2080,UTTAR PRADESH,HARYANA
24,09,7,2025,47,UTTAR PRADESH,GUJARAT
28,09,7,2025,3,UTTAR PRADESH,ANDHRA PRADESH
07,10,7,2025,2149,BIHAR,DELHI
27,10,7,2025,182,BIHAR,MAHARASHTRA
28,10,7,2025,2,BIHAR,ANDHRA PRADESH
10,11,7,2025,97,SIKKIM,BIHAR
19,11,7,2025,1,SIKKIM,WEST BENGAL
20,11,7,2025,1,SIKKIM,JHARKHAND
18,16,7,2025,16,TRIPURA,ASSAM
07,19,7,2025,56,WEST BENGAL,DELHI
18,19,7,2025,9,WEST BENGAL,ASSAM
20,19,7,2025,84,WEST BENGAL,JHARKHAND
27,19,7,2025,10,WEST BENGAL,MAHARASHTRA
29,19,7,2025,1,WEST BENGAL,KARNATAKA
24,20,7,2025,1,JHARKHAND,GUJARAT
28,20,7,2025,1,JHARKHAND,ANDHRA PRADESH
29,20,7,2025,1,JHARKHAND,KARNATAKA
07,22,7,2025,8,CHHATTISGARH,DELHI
08,22,7,2025,2,CHHATTISGARH,RAJASTHAN
28,22,7,2025,2,CHHATTISGARH,ANDHRA PRADESH
03,24,7,2025,1,GUJARAT,PUNJAB
06,24,7,2025,67,GUJARAT,HARYANA
06,27,7,2025,345,MAHARASHTRA,HARYANA
38,27,7,2025,4,MAHARASHTRA,DADAR & NAGAR HAVELI & DAMAN & DIU
10,28,7,2025,9,ANDHRA PRADESH,BIHAR
27,28,7,2025,2,ANDHRA PRADESH,MAHARASHTRA
10,29,7,2025,193,KARNATAKA,BIHAR
20,29,7,2025,6,KARNATAKA,JHARKHAND
28,29,7,2025,8,KARNATAKA,ANDHRA PRADESH
06,30,7,2025,10,GOA,HARYANA
08,32,7,2025,28,KERALA,RAJASTHAN
18,32,7,2025,423,KERALA,ASSAM
19,32,7,2025,296,KERALA,WEST BENGAL
27,32,7,2025,57,KERALA,MAHARASHTRA
10,33,7,2025,100,TAMIL NADU,BIHAR
28,33,7,2025,1,TAMIL NADU,ANDHRA PRADESH
08,36,7,2025,3,TELANGANA,RAJASTHAN
10,38,7,2025,18,DADAR & NAGAR HAVELI & DAMAN & DIU,BIHAR
07,01,8,2025,11,JAMMU AND KASHMIR,DELHI
10,01,8,2025,3233,JAMMU AND KASHMIR,BIHAR
18,01,8,2025,6,JAMMU AND KASHMIR,ASSAM
23,01,8,2025,915,JAMMU AND KASHMIR,MADHYA PRADESH
08,02,8,2025,7,HIMACHAL PRADESH,RAJASTHAN
09,02,8,2025,6900,HIMACHAL PRADESH,UTTAR PRADESH
18,05,8,2025,8,UTTARAKHAND,ASSAM
23,05,8,2025,48,UTTARAKHAND,MADHYA PRADESH
02,06,8,2025,8,HARYANA,HIMACHAL PRADESH
23,06,8,2025,4141,HARYANA,MADHYA PRADESH
29,07,8,2025,3,DELHI,KARNATAKA
05,08,8,2025,25,RAJASTHAN,UTTARAKHAND
09,08,8,2025,4938,RAJASTHAN,UTTAR PRADESH
23,08,8,2025,1333,RAJASTHAN,MADHYA PRADESH
10,09,8,2025,739,UTTAR PRADESH,BIHAR
27,09,8,2025,241,UTTAR PRADESH,MAHARASHTRA
29,09,8,2025,3,UTTAR PRADESH,KARNATAKA
18,16,8,2025,11,TRIPURA,ASSAM
19,16,8,2025,3,TRIPURA,WEST BENGAL
10,17,8,2025,17,MEGHALAYA,BIHAR
20,19,8,2025,50,WEST BENGAL,JHARKHAND
27,19,8,2025,6,WEST BENGAL,MAHARASHTRA
10,28,8,2025,13,ANDHRA PRADESH,BIHAR
08,29,8,2025,1,KARNATAKA,RAJASTHAN
28,29,8,2025,4,KARNATAKA,ANDHRA PRADESH
05,30,8,2025,6,GOA,UTTARAKHAND
08,30,8,2025,25,GOA,RAJASTHAN
10,30,8,2025,899,GOA,BIHAR
05,32,8,2025,4,KERALA,UTTARAKHAND
10,32,8,2025,963,KERALA,BIHAR
18,32,8,2025,455,KERALA,ASSAM
20,32,8,2025,95,KERALA,JHARKHAND
23,32,8,2025,154,KERALA,MADHYA PRADESH
27,32,8,2025,70,KERALA,MAHARASHTRA
38,32,8,2025,1,KERALA,DADAR & NAGAR HAVELI & DAMAN & DIU
06,33,8,2025,9,TAMIL NADU,HARYANA
19,02,9,2025,15,HIMACHAL PRADESH,WEST BENGAL
02,03,9,2025,2,PUNJAB,HIMACHAL PRADESH
08,03,9,2025,7,PUNJAB,RAJASTHAN
18,03,9,2025,3,PUNJAB,ASSAM
10,04,9,2025,22,CHANDIGARH,BIHAR
06,05,9,2025,11,UTTARAKHAND,HARYANA
23,05,9,2025,68,UTTARAKHAND,MADHYA PRADESH
10,06,9,2025,28059,HARYANA,BIHAR
29,06,9,2025,1,HARYANA,KARNATAKA
09,07,9,2025,238754,DELHI,UTTAR PRADESH
18,07,9,2025,527,DELHI,ASSAM
20,07,9,2025,3945,DELHI,JHARKHAND
27,07,9,2025,193,DELHI,MAHARASHTRA
05,08,9,2025,6,RAJASTHAN,UTTARAKHAND
06,08,9,2025,634,RAJASTHAN,HARYANA
10,08,9,2025,5928,RAJASTHAN,BIHAR
19,09,9,2025,21,UTTAR PRADESH,WEST BENGAL
05,10,9,2025,47,BIHAR,UTTARAKHAND
24,10,9,2025,48,BIHAR,GUJARAT
09,16,9,2025,1,TRIPURA,UTTAR PRADESH
10,17,9,2025,21,MEGHALAYA,BIHAR
16,17,9,2025,1,MEGHALAYA,TRIPURA
09,18,9,2025,5,ASSAM,UTTAR PRADESH
07,19,9,2025,61,WEST BENGAL,DELHI
16,19,9,2025,2,WEST BENGAL,TRIPURA
10,20,9,2025,915,JHARKHAND,BIHAR
19,20,9,2025,1,JHARKHAND,WEST BENGAL
06,22,9,2025,4,CHHATTISGARH,HARYANA
08,22,9,2025,4,CHHATTISGARH,RAJASTHAN
20,22,9,2025,53,CHHATTISGARH,JHARKHAND
02,23,9,2025,1,MADHYA PRADESH,HIMACHAL PRADESH
05,23,9,2025,2,MADHYA PRADESH,UTTARAKHAND
07,23,9,2025,39,MADHYA PRADESH,DELHI
06,24,9,2025,8,GUJARAT,HARYANA
08,24,9,2025,920,GUJARAT,RAJASTHAN
19,24,9,2025,2,GUJARAT,WEST BENGAL
20,24,9,2025,169,GUJARAT,JHARKHAND
21,24,9,2025,22,GUJARAT,ODISHA
20,27,9,2025,1829,MAHARASHTRA,JHARKHAND
29,27,9,2025,258,MAHARASHTRA,KARNATAKA
05,28,9,2025,1,ANDHRA PRADESH,UTTARAKHAND
09,28,9,2025,4,ANDHRA PRADESH,UTTAR PRADESH
19,28,9,2025,1,ANDHRA PRADESH,WEST BENGAL
29,28,9,2025,4,ANDHRA PRADESH,KARNATAKA
08,29,9,2025,1,KARNATAKA,RAJASTHAN
24,29,9,2025,3,KARNATAKA,GUJARAT
05,30,9,2025,6,GOA,UTTARAKHAND
09,30,9,2025,1108,GOA,UTTAR PRADESH
06,32,9,2025,2,KERALA,HARYANA
16,32,9,2025,1,KERALA,TRIPURA
21,32,9,2025,6,KERALA,ODISHA
27,32,9,2025,78,KERALA,MAHARASHTRA
38,32,9,2025,1,KERALA,DADAR & NAGAR HAVELI & DAMAN & DIU
10,33,9,2025,115,TAMIL NADU,BIHAR
07,36,9,2025,14,TELANGANA,DELHI
21,36,9,2025,1,TELANGANA,ODISHA
24,36,9,2025,4,TELANGANA,GUJARAT
09,38,9,2025,2742,DADAR & NAGAR HAVELI & DAMAN & DIU,UTTAR PRADESH
19,38,9,2025,15,DADAR & NAGAR HAVELI & DAMAN & DIU,WEST BENGAL
20,38,9,2025,194,DADAR & NAGAR HAVELI & DAMAN & DIU,JHARKHAND
23,38,9,2025,576,DADAR & NAGAR HAVELI & DAMAN & DIU,MADHYA PRADESH
29,38,9,2025,4,DADAR & NAGAR HAVELI & DAMAN & DIU,KARNATAKA
06,01,10,2025,32,JAMMU AND KASHMIR,HARYANA
08,01,10,2025,3,JAMMU AND KASHMIR,RAJASTHAN
18,01,10,2025,5,JAMMU AND KASHMIR,ASSAM
05,03,10,2025,6,PUNJAB,UTTARAKHAND
09,03,10,2025,1054,PUNJAB,UTTAR PRADESH
29,03,10,2025,1,PUNJAB,KARNATAKA
07,05,10,2025,116,UTTARAKHAND,DELHI
18,05,10,2025,10,UTTARAKHAND,ASSAM
38,06,10,2025,1,HARYANA,DADAR & NAGAR HAVELI & DAMAN & DIU
09,07,10,2025,218675,DELHI,UTTAR PRADESH
10,08,10,2025,6891,RAJASTHAN,BIHAR
18,08,10,2025,10,RAJASTHAN,ASSAM
19,08,10,2025,19,RAJASTHAN,WEST BENGAL
23,08,10,2025,1544,RAJASTHAN,MADHYA PRADESH
29,08,10,2025,7,RAJASTHAN,KARNATAKA
19,09,10,2025,14,UTTAR PRADESH,WEST BENGAL
20,09,10,2025,127,UTTAR PRADESH,JHARKHAND
23,09,10,2025,773,UTTAR PRADESH,MADHYA PRADESH
07,10,10,2025,2566,BIHAR,DELHI
23,10,10,2025,147,BIHAR,MADHYA PRADESH
24,10,10,2025,34,BIHAR,GUJARAT
10,16,10,2025,139,TRIPURA,BIHAR
18,17,10,2025,6,MEGHALAYA,ASSAM
19,17,10,2025,1,MEGHALAYA,WEST BENGAL
24,22,10,2025,1,CHHATTISGARH,GUJARAT
06,23,10,2025,46,MADHYA PRADESH,HARYANA
08,23,10,2025,164,MADHYA PRADESH,RAJASTHAN
18,23,10,2025,3,MADHYA PRADESH,ASSAM
03,24,10,2025,1,GUJARAT,PUNJAB
23,24,10,2025,2810,GUJARAT,MADHYA PRADESH
07,27,10,2025,83,MAHARASHTRA,DELHI
09,27,10,2025,40704,MAHARASHTRA,UTTAR PRADESH
19,27,10,2025,213,MAHARASHTRA,WEST BENGAL
20,27,10,2025,1525,MAHARASHTRA,JHARKHAND
23,27,10,2025,1247,MAHARASHTRA,MADHYA PRADESH
29,27,10,2025,234,MAHARASHTRA,KARNATAKA
21,28,10,2025,1,ANDHRA PRADESH,ODISHA
05,29,10,2025,1,KARNATAKA,UTTARAKHAND
08,29,10,2025,2,KARNATAKA,RAJASTHAN
21,29,10,2025,1,KARNATAKA,ODISHA
24,29,10,2025,3,KARNATAKA,GUJARAT
19,30,10,2025,1,GOA,WEST BENGAL
29,30,10,2025,283,GOA,KARNATAKA
08,32,10,2025,27,KERALA,RAJASTHAN
18,32,10,2025,883,KERALA,ASSAM
21,32,10,2025,10,KERALA,ODISHA
35,32,10,2025,1,KERALA,ANDAMAN AND NICOBAR ISLANDS
20,33,10,2025,3,TAMIL NADU,JHARKHAND
06,34,10,2025,1,PUDUCHERRY,HARYANA
09,36,10,2025,435,TELANGANA,UTTAR PRADESH
19,36,10,2025,14,TELANGANA,WEST BENGAL
21,36,10,2025,17,TELANGANA,ODISHA
09,01,1,2025,2085,JAMMU AND KASHMIR,UTTAR PRADESH
10,01,1,2025,1908,JAMMU AND KASHMIR,BIHAR
07,02,1,2025,51,HIMACHAL PRADESH,DELHI
19,02,1,2025,23,HIMACHAL PRADESH,WEST BENGAL
06,03,1,2025,40,PUNJAB,HARYANA
07,03,1,2025,12,PUNJAB,DELHI
